id,sku,barcode,name,url,price,currency,description_html,usage_text,warnings_text,storage_text,created_at
37,000388-A,000388-A,Arı Sütü Propolis Bal Keratinli Şampuan 400 ml Mat İşlem Görmüş,https://www.sepenatural.com.tr/urun/ari-sutu-propolis-bal-sampuani-keratinli,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen bir alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen bir alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:14
38,000314-A,000314-A,Acı Badem Yağı 25 ml Almond Oil %100 Saf Soğuk Sıkım Badem Yağı,https://www.sepenatural.com.tr/urun/aci-badem-yagi-25-ml-almond-oil-100-saf-soguk-sikim-badem-yagi,239.99,TL,,,,,2026-02-12 13:20:16
39,000387-A,000387-A,Argan Yağlı Keratinli Şampuan 400 ml Cansız Yıpranmış Kuru Saç,https://www.sepenatural.com.tr/urun/argan-yagli-keratinli-sampuan-400ml,50.0,TL,,,-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen bir alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:17
40,000394-A,000394-A,Emu Yağı Keratinli Şampuan 400 ml Zayıf ve Kırılmış Saçlar İçin,https://www.sepenatural.com.tr/urun/emu-yagi-keratinli-sampuan-400-ml,50.0,TL,,Zayıf ve Kırılmış saçlar için önerilen şampuandır.,-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:19
41,000395-A,000395-A,Fo-Ti Keratinli Şampuan 400 ml Zayıf ve İşlem Görmüş Saçlar İçin,https://www.sepenatural.com.tr/urun/fo-ti-keratinli-sampuan-400-ml,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:20
42,000403-A,000403-A,Papatyalı Keratinli Şampuan 400 ml Canlı ve Parlak Saçlar İçin,https://www.sepenatural.com.tr/urun/papatya-ozlu-keratinli-sampuan-400-ml,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:22
43,000405-A,000405-A,Şeftalili Keratinli Şampuan 400 ml Geç Uzayan Saçlar İçin,https://www.sepenatural.com.tr/urun/seftali-ozlu-keratinli-sampuan-400-ml,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:23
44,000386-A,000386-A,Ardıç Katranı Keratinli Şampuan 400 ml Yağlı Saçlar İçin,https://www.sepenatural.com.tr/urun/ardic-katrani-sampuani-keratinli-400-ml,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:25
45,000400-A,000400-A,Kil Özlü Şampuan 400 ml Cansız ve Kuru Saçlar İçin,https://www.sepenatural.com.tr/urun/kil-sampuani-400-ml,50.0,TL,,"Ambalaj400 ml Beyaz Plastik Şişe Ambalaj Ölçü Detayları
170 mm x 66 mm
 

Yasal ve Önemli Uyarılar
-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.",-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Göz temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:26
46,MGZ0177,MGZ0177,SEPE NATURAL Süzme Kestane Balı 850 gr Saf Katkısız Prolin,https://www.sepenatural.com.tr/urun/kestane-bali-850g,1499.99,TL,,Doğrudan veya içeceklerde tüketilebilir.1 yaş altı bebeklere bal verilmemelidir.,Kestane balı doğal olarak acımsı bir tada sahiptir; bu ürünün kendi karakteristiğidir.,"Serin, kuru ve güneş ışığından uzak bir yerde saklayınız.",2026-02-12 13:20:28
47,000315-A,000315-A,Biberiye Yaprağı Yağı 25 ml %100 Saf Biberiye Yağı,https://www.sepenatural.com.tr/urun/biberiye-yapragi-yagi-25-ml-100-saf-biberiye-yagi,359.99,TL,,,,,2026-02-12 13:20:29
48,000319-A,000319-A,Isırgan Tohumu Yağı 25 ml Isırgan Yağı Nettle Seed Oil,https://www.sepenatural.com.tr/urun/isirgan-tohumu-yagi-25-ml-isirgan-yagi-nettle-seed-oil,169.99,TL,,,,,2026-02-12 13:20:31
49,000330-A,000330-A,Saf Kekik Yağı 25 ml Thyme Oil 25ml Oleum Thymus,https://www.sepenatural.com.tr/urun/saf-kekik-yagi-25-ml-thyme-oil-25ml-oleum-thymus,199.99,TL,,,,,2026-02-12 13:20:32
50,000331-A,000331-A,Nane Yağı 25 ml Pepermint Oil,https://www.sepenatural.com.tr/urun/nane-yagi-25-ml-pepermint-oil,149.99,TL,,,,,2026-02-12 13:20:34
51,000335-A,000335-A,Rezene Tohumu Yağı 25 ml Rezene Yağı Fennel Seed Oil,https://www.sepenatural.com.tr/urun/rezene-tohumu-yagi-25-ml-rezene-yagi-fennel-seed-oil,179.99,TL,,,,,2026-02-12 13:20:35
52,000163-A,000163-A,Bee Queen Propolis Extract Arı Sütü Polen Bal Karışım 230 gr,https://www.sepenatural.com.tr/urun/propolis-ari-sutu-polen-bal-karisimi-230-gr,449.99,TL,,Bee Queen Propolis Arı Sütü Polen Bal Karışımı Kullanım Önerisi - Bee Queen Propolis Arı Sütü Polen Bal Karışımı Nasıl Kullanılır?,"Sepe Natural Ürünlerini, Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.","Sepe Natural Ürünlerini, Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:20:37
53,000440-A,000440-A,Lavanta Duş Jeli 250 ml Lavender Shower Gel,https://www.sepenatural.com.tr/urun/lavanta-dus-jeli-250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:38
54,000445-A,000445-A,Zeytinyağlı Duş Jeli 250 ml Olive Oil Shower Gel,https://www.sepenatural.com.tr/urun/zeytinyagi-dus-jeli-250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:40
55,000441-A,000441-A,Papatya Duş Jeli 250 ml Chamomile Shower Gel,https://www.sepenatural.com.tr/urun/papatya-dus-jeli-250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:42
56,000443-A,000443-A,Şeftali Duş Jeli 250 ml Peach Shower Gel,https://www.sepenatural.com.tr/urun/seftali-dus-jeli-250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:43
57,000438-A,000438-A,Çilek Duş Jeli 250 ml Strawberry Shower Gel,https://www.sepenatural.com.tr/urun/cilek-dus-jeli-250ml,30.0,TL,,,-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. -  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.-  Gözlerle temasından kaçınınız.-  Harici kullanım içindir.,,2026-02-12 13:20:45
58,000436-A,000436-A,Aloe Vera Duş Jeli 250 ml Shower Gel,https://www.sepenatural.com.tr/urun/aloe-vera-dusjeli250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Göz temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:46
59,000444-A,000444-A,Ylang Ylang Duş Jeli 250 ml Shower Gel,https://www.sepenatural.com.tr/urun/ylang-ylang-dus-jeli-250ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:48
60,000434-A,000434-A,Hindistan Cevizi Sıvı Sabun 400 ml Coconut Liquid Soap,https://www.sepenatural.com.tr/urun/hindistan-cevizli-sivi-sabun-400-ml,30.0,TL,,,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:49
61,000447-A,000447-A,Aynısafa Calendula Nemlendirici Vücut Losyonu 250 ml Marigold Body Lotion,https://www.sepenatural.com.tr/urun/aynisafa-calendula-vucut-losyonu,25.0,TL,,Sepe Natural Aynısafa Calendula Nemlendirici Vücut Losyonu bütün vücudunuza uygulayın ve masaj yaparak yediriniz.,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:51
62,000446-A,000446-A,Aloe Vera Nemlendirici Vücut Losyonu 250 ml Aloe Vera Body Lotion,https://www.sepenatural.com.tr/urun/aloe-vera-vucut-losyonu-250-ml,25.0,TL,,Sepe Natural Aloe Vera Vücut Losyonu bütün vücudunuza uygulayın ve masaj yaparak yediriniz.,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.
-  İçeriğindeki bileşene karşı bilinen alerjiniz varsa kullanmayınız.
-  Gözlerle temasından kaçınınız.
-  Harici kullanım içindir.",,2026-02-12 13:20:52
63,000176-A,000176-A,"SEPE NATURAL Süzme Çam Balı 850 gr Saf, Katkısız, Prolin",https://www.sepenatural.com.tr/urun/sepe-natural-suzme-cam-bali-850-gr,799.99,TL,,"Kahvaltıda, içeceklerde veya doğrudan tüketilebilir.1 yaş altı bebeklere bal verilmemelidir.","Bal doğal bir ürün olduğu için renk, koku ve yoğunluk partiye göre değişebilir.","Serin, kuru ve güneş almayan bir yerde saklayınız. Zamanla kristalleşme doğal bir süreçtir ve ürünün kalitesini etkilemez.",2026-02-12 13:20:54
64,000180-A,000180-A,"SEPE NATURAL Süzme Çiçek Balı 850 gr Saf, Katkısız, Prolin SEPE",https://www.sepenatural.com.tr/urun/cicek-bali-850-gr,449.99,TL,,"Çay, kahvaltı ve tatlılarda kullanılabilir.1 yaş altı bebeklere bal verilmemelidir.",Doğal ürünlerde renk ve kıvam partiye göre değişiklik gösterebilir.,Serin ve kuru yerde saklayınız. Kristalleşme doğal bir süreçtir.,2026-02-12 13:20:55
65,000187-A,000187-A,SEPE NATURAL Propolis Sıvı Ekstresi 25 ml Alkol Bazlı Damla,https://www.sepenatural.com.tr/urun/propolis-damla,419.99,TL,,"Yetişkinler için, tercihen günde 8-16 damla ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına kullanılabilir.","Propolis, arıların bitki tomurcuklarından topladığı reçinemsi maddelerden oluşan tamamen doğal bir arı ürünüdür. Yapısında flavonoidler ve fenolik bileşikler gibi dikkat çeken doğal bileşenler bulunur. Son yıllarda saf ve temiz içerik arayanların en çok ilgi gösterdiği arı ürünlerinden biri haline gelmiştir. Doğal yaşam rutinine arıların mucizesinden bir dokunuş eklemek isteyenler için ideal bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:20:57
66,000167-A,000167-A,"SEPE NATURAL Granül Polen 100 gr Arı Poleni, Tane, Yerli, Çok Renkli",https://www.sepenatural.com.tr/urun/yerli-cok-renkli-granul-polen-100-gr-100-saf-ari-poleni,249.99,TL,,"Ürünümüzü günlük beslenmenizde yoğurt, smoothie, müsli veya bal ile karıştırarak, damak tadınıza uygun küçük miktarlarda kullanabilirsiniz. Arı ürünlerine karşı hassasiyeti olan kişilerin kullanmadan önce dikkatli olması önerilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:20:58
67,000169-A,000169-A,SEPE NATURAL Öğütülmüş Polen Toz 100 gr,https://www.sepenatural.com.tr/urun/sepe-natural-ogutulmus-toz-polen-100-gr,249.99,TL,,"Ürünümüzü içecekler, smoothie, yoğurt veya farklı tariflere kolayca karışacak şekilde, kişisel tercihinize göre küçük miktarlarda ekleyerek kullanabilirsiniz. Arı ürünlerine karşı hassasiyeti olan kişilerin kullanmadan önce dikkatli olması önerilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:00
68,000383-A,000383-A,CLA Conjugated Linoleic Acid Aspir Yağı 250 ml Soğuk Sıkım,https://www.sepenatural.com.tr/urun/cla-conjugated-linoleic-acid-aspir-yagi-250-ml-soguk-sikim,219.99,TL,,,,,2026-02-12 13:21:02
69,000342-A,000342-A,Ceviz Yağı 50 ml %100 Saf Soğuk Sıkım,https://www.sepenatural.com.tr/urun/ceviz-yagi-50-ml-100-saf-soguk-sikim,159.99,TL,,,,,2026-02-12 13:21:03
70,000340-A,000340-A,Devedikeni Tohumu Yağı 50 ml Milk Thistle Seed Oil Deve dikeni,https://www.sepenatural.com.tr/urun/devedikeni-tohumu-yagi-50-ml-milk-thistle-seed-oil-deve-dikeni,249.99,TL,,,,,2026-02-12 13:21:05
71,000347-A,000347-A,Hardal Tohumu Yağı 50 ml %100 Saf Soğuk Sıkım,https://www.sepenatural.com.tr/urun/hardal-tohumu-yagi-50-ml-100-saf-soguk-sikim,189.99,TL,,,,,2026-02-12 13:21:06
72,000353-A,000353-A,Susam Yağı 50 ml %100 Saf Soğuk Sıkım,https://www.sepenatural.com.tr/urun/susam-yagi-50-ml-100-saf-soguk-sikim,209.99,TL,,Sepe Natural Saf Susam Tohumu Yağı Kullanım Önerisi - Sepe Natural Susam Tohumu Yağı Nasıl Kullanılır,"Sepe Natural Ürünlerini Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.","Sepe Natural Ürünlerini Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:08
73,000350-A,000350-A,Kayısı Çekirdeği Yağı 50 ml %100 Saf Soğuk Sıkım Kayısı Yağı,https://www.sepenatural.com.tr/urun/kayisi-cekirdegi-yagi-50-ml-100-saf-soguk-sikim-kayisi-yagi,199.99,TL,,,,,2026-02-12 13:21:10
74,000352-A,000352-A,Keten Tohumu Yağı 50 ml %100 Saf Soğuk Sıkım Flaxseed Oil,https://www.sepenatural.com.tr/urun/keten-tohumu-yagi-50-ml-100-saf-soguk-sikim-flaxseed-oil,229.99,TL,,,,,2026-02-12 13:21:11
75,000354-A,000354-A,Tatlı Badem Yağı 50 ml %100 Saf Soğuk Sıkım Badem Yağı,https://www.sepenatural.com.tr/urun/tatli-badem-yagi-50-ml,249.99,TL,,Sepe Natural Saf Tatlı Badem Yağı Kullanım Önerisi - Sepe Natural Saf Tatlı Badem Yağı Nasıl Kullanılır,"Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz","Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz",2026-02-12 13:21:13
76,000355-A,000355-A,Üzüm Çekirdeği Yağı 50 ml SOĞUK SIKIM Grape Seed Oil,https://www.sepenatural.com.tr/urun/uzum-cekirdegi-yagi-50-ml-soguk-sikim-grape-seed-oil,199.99,TL,,Sepe Natural Saf Üzüm Çekirdeği Yağı Kullanım Önerisi - Sepe Natural Saf Üzüm Çekirdeği Yağı Nasıl Kullanılır,"Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz","Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz",2026-02-12 13:21:15
77,000341-A,000341-A,%100 Saf Soğuk Sıkım Çörekotu Yağı 50 ml Çörek otu,https://www.sepenatural.com.tr/urun/100-saf-soguk-sikim-corekotu-yagi-50-ml-corek-otu,259.99,TL,,,,,2026-02-12 13:21:16
78,000357-A,000357-A,Çörekotu Tohumu Yağı 200 ml SOĞUK SIKIM Çörek otu,https://www.sepenatural.com.tr/urun/corekotu-tohumu-yagi-250-ml-soguk-sikim-corek-otu,509.99,TL,,,,,2026-02-12 13:21:18
79,000359-A,000359-A,Kayısı Çekirdeği Yağı 250 ml %100 Saf Soğuk Sıkım Kayısı Yağı,https://www.sepenatural.com.tr/urun/kayisi-cekirdegi-yagi-250-ml-100-saf-soguk-sikim-kayisi-yagi,349.99,TL,,,,,2026-02-12 13:21:19
80,000360-A,000360-A,Keten Tohumu Yağı 200 ml - %100 Saf Soğuk Sıkım Flaxseed Oil,https://www.sepenatural.com.tr/urun/keten-tohumu-yagi-200ml-soguk-sikim,469.99,TL,,"Ürün İçeriği
Latince Adı: Linum usitatissimum oleum
Kullanılan Bitki Kısmı: Tohum
İçerik: %100 Saf Keten Tohumu Yağı
Ambalaj: 200 ml Amber (Kahverengi) Cam Şişe
Porsiyon Sayısı: 250 - 500 Kullanım","Sertifikalar ve Kayıt Bilgileri

T.C. Gıda Tarım ve Hayvancılık Bakanlığı Kayıt No: TR-35-K-000853
FDA Food and Drug Administration Kayıt No: 12568327256
GMP (İyi Üretim Uygulamaları) Sertifikası
ISO 22000:2005 Gıda Güvenliği Yönetim Sistemi
ISO 9001:2015 Kalite Yönetim Sistemi
Helal ve Organik Sertifikası",,2026-02-12 13:21:21
81,000361-A,000361-A,Susam Yağı 250 ml %100 Saf Soğuk Sıkım,https://www.sepenatural.com.tr/urun/susam-yagi-250-ml-100-saf-soguk-sikim,389.99,TL,,Sepe Natural Susam Tohumu Yağı tercihen 1 (Bir) fincan suya 3 ~ 5 (Üç ~ Beş) damla damlatılarak kullanılabileceği gibi yemeklerde salatalarda ve haricen de kullanılabilmektedir.,"Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz","Bu ürüne ilk yorumu siz yapın! - Be the first to comment on this product!
                







                        Yorum Yaz",2026-02-12 13:21:22
82,000362-A,000362-A,Üzüm Çekirdeği Yağı 250 ml SOĞUK SIKIM Grape Seed Oil,https://www.sepenatural.com.tr/urun/uzum-cekirdegi-yagi-250-ml-soguk-sikim-grape-seed-oil,409.99,TL,,,,,2026-02-12 13:21:24
83,000356-A,000356-A,Tatlı Badem Yağı 250 ml %100 Saf Soğuk Sıkım Badem Yağı,https://www.sepenatural.com.tr/urun/tatli-badem-yagi-250-ml-100-saf-soguk-sikim-badem-yagi,299.99,TL,,,,,2026-02-12 13:21:26
84,000334-A,000334-A,Portakal Yağı 25 ml Orange Oil,https://www.sepenatural.com.tr/urun/portakal-yagi-25-ml-orange-oil,209.99,TL,,,,,2026-02-12 13:21:27
85,000332-A,000332-A,Okaliptus Yağı 25 ml Eucalyptus Oil,https://www.sepenatural.com.tr/urun/okaliptus-yagi-25-ml-eucalyptus-oil,269.99,TL,,,,,2026-02-12 13:21:29
86,000325-A,000325-A,Limon Yağı 25 ml Lemon Oil,https://www.sepenatural.com.tr/urun/limon-yagi-25-ml-lemon-oil,179.99,TL,,,,,2026-02-12 13:21:31
87,000326-A,000326-A,Lavanta Yağı 25 ml Lavender Oil,https://www.sepenatural.com.tr/urun/lavanta-yagi-25-ml-lavender-oil,219.99,TL,,,,,2026-02-12 13:21:32
88,000310-A,000310-A,Avokado Yağı 25 ml Avakado Yağı Avacado Oil,https://www.sepenatural.com.tr/urun/avokado-yagi-25-ml-avakado-yagi-avacado-oil,219.99,TL,,,,,2026-02-12 13:21:34
89,000309-A,000309-A,Çay Ağacı Yağı 25 ml Tea Tree Oil,https://www.sepenatural.com.tr/urun/cay-agaci-yagi-25-ml-tea-tree-oil,299.99,TL,,,,,2026-02-12 13:21:35
90,000320-A,000320-A,Jojoba Yağı 25 ml Jojoba Oil 25ml Simmondsia Chinensis oleum,https://www.sepenatural.com.tr/urun/jojoba-yagi-25-ml-jojoba-oil-25ml-simmondsia-chinensis-oleum,179.99,TL,,,,,2026-02-12 13:21:37
91,000311-A,000311-A,Saf Argan Yağı 25 ml Soğuk Sıkım Argan Yağı,https://www.sepenatural.com.tr/urun/saf-argan-yagi-25-ml-soguk-sikim-argan-yagi,209.99,TL,,,,,2026-02-12 13:21:38
92,000312-A,000312-A,Ardıç Tohumu Yağı 25 ml Juniper Oil Ardıç Yağı,https://www.sepenatural.com.tr/urun/ardic-tohumu-yagi-25-ml-juniper-oil-ardic-yagi,199.99,TL,,,,,2026-02-12 13:21:40
93,000336-A,000336-A,Sarı Kantaron Yağı 25 ml St. Johns Wort Oil,https://www.sepenatural.com.tr/urun/sari-kantaron-yagi-25-ml-st-johns-wort-oil,165.0,TL,,,,,2026-02-12 13:21:42
94,000343-A,000343-A,Çam Terebentin Yağı 50 ml,https://www.sepenatural.com.tr/urun/cam-terebentin-yagi-50-ml,229.99,TL,,,,,2026-02-12 13:21:43
95,000192-A,000192-A,SEPE NATURAL Propolis Kids Meyan Kökü Tıbbi Nane Kalsiyum Çinko Folik Asit C ve B Vitamin 10 Ampul x 10 ml,https://www.sepenatural.com.tr/urun/propolis-kids-10-ampul-x-10-ml-x-150-mg-vitaminli-cocuk-propolis,509.99,TL,,,Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:45
